1074	1	0.41
1432	11	0.6385
1429	93	0.585
1002	11	0.745
1626	82	0.1285
1056	54	0.3615
1391	51	0.6895
1652	6	0.4295
1110	37	0.893
1606	100	0.444
1039	99	0.211
1275	59	0.359
1509	90	0.0025
1100	60	0.1675
1964	98	0.8545
1870	23	0.2065
1563	21	0.8085
1122	70	0.908
1866	99	0.4515
1997	50	0.8325
1831	85	0.092
1271	10	0.6915
1162	37	0.5195
1728	39	0.522
1079	59	0.825
1744	3	0.7255
1033	10	0.1795
1610	42	0.357
1004	92	0.944
1649	94	0.9565
1143	37	0.8665
1558	46	0.9465
1936	65	0.874
1070	84	0.0705
1264	46	0.9125
1919	30	0.91
1964	96	0.8545
1155	25	0.675
1361	86	0.694
1883	89	0.7135
1238	14	0.3375
1226	33	0.818
1468	69	0.41
1494	100	0.585
1361	44	0.2915
1077	30	0.624
1763	4	0.539
1248	97	0.6115
1182	61	0.0025
1889	83	0.961
1373	43	0.7015
1407	44	0.3715
1338	3	0.745
1002	59	0.7085
1135	30	0.3665
1059	11	0.6045
1479	70	0.7935
1830	32	0.454
1775	57	0.6505
1094	1	0.7355
1605	44	0.3105
1289	80	0.0315
1858	88	0.8375
1562	78	0.7985
1086	85	0.2255
1274	62	0.175
1601	74	0.648
1790	90	0.847
1302	76	0.449
1657	67	0.2745
1346	36	0.573
1589	75	0.0365
1088	39	0.102
1697	56	0.573
1768	47	0.427
1624	87	0.927
1850	77	0.818
1945	41	0.182
1607	66	0.75
1559	78	0.6795
1846	70	0.687
1500	39	0.607
1068	99	0.7645
1524	34	0.9515
1479	13	0.687
1854	2	0.842
1936	37	0.374
1634	21	0.9225
1814	81	0.677
1996	18	0.8155
1745	13	0.4635
1768	29	0.898
1921	53	0.534
1178	85	0.675
1105	79	0.597
1028	13	0.8155
1972	87	0.342
1422	27	0.2595
1766	9	0.488
1096	50	0.5995
1726	87	0.738
1849	96	0.937
1558	45	0.9465
1757	44	0.2355
1662	29	0.8715
1835	29	0.5875
1052	64	0.961
1444	52	0.614
1843	24	0.675
1668	64	0.175
1724	90	0.4465
1297	3	0.2015
1375	96	0.444
1688	66	0.825
1431	38	0.5875
1461	15	0.267
1445	29	0.1285
1176	77	0.522
1602	81	0.9055
1015	53	0.9225
1539	56	0.823
1029	82	0.597
1582	3	0.359
1438	65	0.624
1180	70	0.3445
1113	41	0.41
1999	52	0.131
1693	59	0.7405
1004	61	0.842
1899	39	0.9585
1260	29	0.636
1938	42	0.711
1937	72	0.5945
1593	62	0.9295
1317	74	0.221
1990	43	0.386
1481	63	0.1455
1059	93	0.949
1551	56	0.7525
1090	66	0.7985
1133	54	0.6675
1280	45	0.5075
1371	23	0.677
1701	12	0.5585
1526	6	0.022
1905	11	0.369
1651	50	0.6895
1810	40	0.711
1952	37	0.779
1989	66	0.461
1361	12	0.046
1046	78	0.5995
1842	23	0.6845
1557	94	0.9585
1666	38	0.4585
1892	43	0.505
1607	27	0.7745
1375	46	0.653
1362	64	0.6045
1823	91	0.444
1284	97	0.8085
1345	91	0.1895
1574	85	0.694
1902	44	0.4855
1705	14	0.5775
1405	8	0.0875
1094	54	0.6845
1436	60	0.8955
1686	71	0.745
1639	3	0.3275
1951	82	0.6455
1060	73	0.1385
1353	20	0.1505
1489	65	0.1045
1846	57	0.653
1007	79	0.488
1675	56	0.733
1628	85	0.8445
1460	16	0.5145
1142	76	0.5655
1315	68	0.568
1567	77	0.4975
1033	44	0.0315
1794	69	0.6285
1718	85	0.539
1125	14	0.568
1551	38	0.374
1241	38	0.9175
1802	98	0.59
1770	44	0.5435
1741	63	0.6895
1605	34	0.5025
1980	65	0.9565
1738	45	0.5315
1835	4	0.3085
1451	68	0.7475
1955	26	0.575
1344	14	0.568
1857	25	0.6045
1280	62	0.7915
1601	32	0.0315
1182	76	0.238
1369	88	0.5
1744	99	0.126
1695	59	0.84
1690	47	0.046
1144	28	0.425
1155	62	0.8035
1497	90	0.109
1166	54	0.8615
1026	38	0.9635
1131	9	0.779
1263	22	0.643
1593	45	0.658
1820	72	0.842
1854	53	0.84
1162	64	0.7065
1911	1	0.876
1378	45	0.9465
1877	84	0.9415
1757	37	0.4975
1241	30	0.4925
1618	56	0.767
1073	95	0.3665
1157	78	0.029
1199	40	0.3085
1809	14	0.012
1278	14	0.1285
1720	54	0.7235
1673	35	0.5265
1961	86	0.488
1751	76	0.7985
1280	68	0.6625
1883	42	0.84
1119	53	0.408
1547	56	0.937
1023	45	0.4565
1879	56	0.925
1092	80	0.937
1838	63	0.927
1448	16	0.3205
1956	54	0.9395
1639	54	0.6215
1315	11	0.3615
1709	21	0.158
1568	15	0.7235
1022	51	0.141
1236	76	0.9005
1622	12	0.944
1850	74	0.3325
1303	80	0.859
1413	16	0.0075
1175	99	0.6555
1704	11	0.5315
1008	17	0.0945
1609	12	0.5265
1881	33	0.8105
1838	72	0.466
1121	96	0.488
1322	44	0.0875
1347	24	0.177
1079	91	0.9515
1224	19	0.4635
1847	41	0.6115
1148	77	0.5365
1229	17	0.3545
1939	46	0.5605
1247	48	0.1725
1965	87	0.483
1633	66	0.6455
1030	2	0.893
1559	71	0.4175
1542	97	0.75
1652	84	0.2085
1898	12	0.5245
1775	75	0.881
1999	76	0.7425
1236	94	0.9395
1134	46	0.6675
1710	86	0.699
1969	23	0.289
1124	84	0.784
1103	27	0.789
1151	99	0.272
1905	48	0.391
1439	72	0.6915
1520	26	0.7575
1992	75	0.022
1792	9	0.478
1359	65	0.825
1802	33	0.7935
1795	100	0.675
1792	12	0.7865
1889	92	0.937
1034	47	0.898
1649	78	0.153
1900	9	0.357
1456	2	0.67
1204	13	0.5875
1931	56	0.0705
1989	43	0.5145
1124	27	0.8035
1524	25	0.9415
1950	83	0.9055
1070	69	0.9415
1074	68	0.347
1848	2	0.874
1886	36	0.813
1327	53	0.9005
1107	67	0.4735
1205	71	0.2985
1483	40	0.466
1653	76	0.925
1130	12	0.4925
1244	9	0.7595
1003	18	0.5995
1856	56	0.784
1554	90	0.876
1585	62	0.6915
1415	97	0.517
1371	24	0.512
1361	96	0.881
1757	63	0.6915
1903	95	0.5
1197	7	0.1555
1973	8	0.648
1748	10	0.495
1259	8	0.7815
1660	94	0.3835
1735	83	0.9125
1470	17	0.6895
1322	4	0.6215
1251	82	0.927
1700	1	0.5585
1336	58	0.012
1042	75	0.034
1005	80	0.4565
1466	2	0.141
1592	33	0.034
1936	62	0.876
1734	77	0.454
1410	99	0.2525
1212	65	0.182
1310	80	0.6215
1916	34	0.3665
1852	40	0.658
1412	94	0.658
1335	43	0.745
1560	40	0.126
1004	14	0.3785
1950	4	0.6215
1395	75	0.694
1083	13	0.7185
1631	3	0.1045
1384	75	0.607
1575	41	0.347
1600	67	0.8155
1828	63	0.5655
1497	53	0.393
1491	7	0.585
1071	34	0.4855
1009	38	0.607
1321	82	0.796
1832	96	0.3105
1381	97	0.687
1040	23	0.7015
1255	50	0.636
1794	18	0.386
1243	47	0.5365
1015	26	0.8205
1376	30	0.2065
1065	63	0.335
1669	21	0.131
1561	32	0.5435
1109	66	0.41
1254	2	0.876
1691	64	0.915
1020	77	0.211
1946	6	0.8105
1140	71	0.5415
1424	18	0.84
1255	9	0.641
1165	76	0.7235
1255	87	0.67
1126	46	0.876
1334	77	0.141
1791	20	0.8545
1296	56	0.126
1332	97	0.893
1019	18	0.8715
1356	64	0.0145
1567	78	0.4975
1857	88	0.5245
1909	3	0.408
1271	44	0.364
1122	66	0.7865
1347	31	0.886
1154	62	0.886
1496	54	0.949
1013	72	0.898
1156	93	0.7935
1668	75	0.2255
1716	14	0.6845
1539	95	0.648
1244	97	0.9415
1276	87	0.4585
1016	55	0.2765
