1048	66	0.755
1996	96	0.7185
1592	34	0.41
1024	18	0.34
1126	63	0.9225
1035	55	0.779
1857	74	0.607
1786	43	0.8885
1501	39	0.8155
1802	52	0.8325
1276	31	0.8785
1392	89	0.944
1908	98	0.374
1255	52	0.2085
1102	83	0.425
1349	48	0.898
1455	44	0.09
1202	6	0.573
1244	20	0.8785
1056	70	0.3375
1074	32	0.505
1642	55	0.4755
1542	89	0.9005
1955	17	0.4975
1517	45	0.658
1146	22	0.126
1050	40	0.289
1276	37	0.313
1024	7	0.323
1433	14	0.59
1818	79	0.272
1938	64	0.2065
1610	16	0.7865
1309	21	0.3615
1175	54	0.675
1106	59	0.437
1672	52	0.818
1011	69	0.59
1676	59	0.393
1548	25	0.4905
1012	74	0.012
1352	10	0.505
1967	9	0.609
1256	4	0.262
1037	63	0.84
1768	65	0.575
1551	79	0.42
1854	30	0.755
1029	59	0.6675
1937	11	0.5775
1254	4	0.67
1619	61	0.393
1836	70	0.8155
1115	55	0.5365
1031	92	0.5655
1257	88	0.675
1056	95	0.313
1126	80	0.4295
1376	54	0.8715
1415	98	0.551
1239	33	0.648
1723	96	0.403
1472	30	0.932
1623	31	0.779
1055	87	0.682
1615	89	0.8665
1390	54	0.842
1776	64	0.4175
1566	43	0.051
1056	49	0.359
1855	33	0.7695
1403	31	0.8275
1567	37	0.3715
1924	26	0.6795
1657	95	0.5315
1486	70	0.124
1168	64	0.7865
1046	60	0.8275
1836	99	0.8955
1020	99	0.148
1604	21	0.5245
1159	60	0.495
1609	79	0.017
1004	2	0.3715
1120	21	0.3885
1777	65	0.932
1673	61	0.415
1641	73	0.534
1265	43	0.2745
1040	30	0.91
1718	70	0.522
1970	28	0.017
1155	1	0.534
1229	10	0.8325
1845	51	0.8545
1850	46	0.5075
1614	89	0.1385
1713	53	0.556
1761	15	0.7255
1351	57	0.556
1568	8	0.92
1928	50	0.9005
1210	86	0.7935
1746	24	0.568
1781	76	0.961
1918	96	0.7915
1564	7	0.6285
1420	84	0.653
1816	79	0.944
1674	93	0.8325
1932	94	0.5485
1382	30	0.0095
1802	48	0.745
1876	29	0.415
1324	18	0.835
1842	85	0.8325
1511	28	0.607
1345	25	0.1215
1512	78	0.9395
1211	29	0.7425
1756	24	0.488
1318	52	0.5245
1327	44	0.102
1272	90	0.4855
1359	17	0.364
1235	6	0.17
1404	88	0.5365
1771	9	0.0415
1077	20	0.073
1742	37	0.0775
1331	14	0.3785
1889	87	0.5655
1562	31	0.8785
1374	46	0.556
1695	45	0.59
1463	84	0.4925
1265	11	0.7475
1980	22	0.966
1815	29	0.823
1167	77	0.1675
1033	96	0.607
1072	35	0.738
1279	61	0.721
1547	43	0.2935
1177	91	0.347
1172	24	0.2935
1585	17	0.5025
1882	23	0.944
1200	11	0.961
1517	98	0.5945
1261	18	0.022
1740	31	0.694
1200	29	0.954
1197	72	0.3085
1048	95	0.631
1839	60	0.012
1005	17	0.381
1015	11	0.6455
1551	72	0.6845
1255	51	0.323
1492	78	0.5365
1461	4	0.5945
1324	97	0.6115
1893	77	0.454
1658	70	0.7935
1724	17	0.624
1795	52	0.342
1876	4	0.3615
1147	58	0.148
1481	24	0.813
1139	37	0.4905
1703	34	0.017
