949	39	0.5435
497	42	0.5875
554	41	0.9055
276	95	0.8545
518	95	0.864
289	8	0.7235
733	25	0.403
826	94	0.3445
277	1	0.745
226	35	0.8325
100	14	0.5365
123	61	0.9635
17	95	0.8665
401	54	0.767
413	92	0.143
350	42	0.937
566	82	0.745
251	57	0.323
448	26	0.67
224	95	0.4635
200	69	0.9465
700	54	0.432
731	76	0.7135
112	43	0.7865
909	99	0.1845
874	76	0.534
977	89	0.641
15	44	0.102
990	48	0.631
483	11	0.937
812	88	0.539
641	53	0.539
485	23	0.609
287	58	0.136
538	58	0.046
566	2	0.699
694	50	0.8105
868	86	0.75
719	27	0.5365
453	64	0.5605
456	64	0.3955
386	43	0.279
670	63	0.563
539	21	0.0875
35	52	0.7475
800	99	0.9295
895	49	0.7135
222	68	0.301
757	75	0.818
259	27	0.614
121	41	0.4905
95	54	0.5945
823	70	0.289
103	90	0.4635
342	9	0.7815
583	30	0.784
130	61	0.5145
718	54	0.7645
81	95	0.5075
41	89	0.8665
450	93	0.6555
98	29	0.9175
61	6	0.636
433	53	0.7405
949	87	0.6385
731	40	0.7405
895	78	0.6675
185	38	0.1965
847	97	0.7865
536	25	0.682
589	33	0.107
537	25	0.3205
885	31	0.5535
553	33	0.478
101	13	0.4735
235	18	0.3835
853	8	0.614
192	52	0.607
978	76	0.8495
1000	80	0.4925
621	34	0.9415
850	79	0.6625
842	72	0.0195
799	97	0.7865
17	55	0.568
46	82	0.505
457	12	0.245
77	40	0.357
132	59	0.325
213	74	0.643
399	35	0.5875
167	10	0.6335
364	46	0.301
519	48	0.8035
841	32	0.175
366	55	0.478
999	17	0.153
33	49	0.728
104	59	0.602
138	63	0.874
265	37	0.335
600	89	0.148
899	76	0.7015
51	65	0.478
913	51	0.677
60	83	0.908
21	75	0.1335
933	83	0.2695
147	29	0.5245
761	52	0.3445
668	6	0.8785
243	8	0.126
209	73	0.568
129	27	0.6915
566	22	0.903
704	97	0.643
903	28	0.5605
399	45	0.029
679	70	0.194
938	22	0.738
446	66	0.7475
835	39	0.216
702	69	0.318
561	91	0.7915
168	71	0.4515
811	44	0.4855
262	2	0.626
435	69	0.0825
481	93	0.1895
606	97	0.408
651	24	0.454
111	81	0.8085
933	90	0.643
259	68	0.517
359	66	0.7525
318	56	0.381
527	38	0.721
202	79	0.6165
807	33	0.7425
367	71	0.927
524	86	0.4735
711	60	0.4225
66	98	0.7255
469	73	0.728
884	96	0.7305
376	60	0.7815
377	44	0.2865
40	26	0.5025
352	37	0.954
901	48	0.0415
427	47	0.505
733	30	0.6115
704	85	0.238
616	93	0.966
389	46	0.624
711	90	0.1725
196	4	0.784
965	56	0.607
749	11	0.158
946	13	0.075
382	10	0.9395
187	97	0.6795
711	6	0.7985
496	25	0.687
837	46	0.427
46	3	0.272
151	8	0.2085
185	15	0.876
146	65	0.624
682	51	0.1505
147	11	0.2745
38	51	0.4805
226	51	0.7915
828	63	0.6915
84	48	0.8545
824	13	0.092
783	85	0.7645
535	81	0.961
303	53	0.925
861	62	0.6335
903	40	0.546
375	26	0.4295
580	64	0.772
222	33	0.437
266	43	0.4805
12	89	0.165
543	11	0.944
24	68	0.41
82	55	0.8495
783	33	0.5
310	49	0.7185
43	27	0.711
608	4	0.0775
178	66	0.5705
569	5	0.806
817	90	0.67
359	3	0.925
65	81	0.262
563	57	0.9295
569	25	0.143
643	20	0.505
278	69	0.8545
342	41	0.7065
30	6	0.5535
852	60	0.5245
370	39	0.017
567	97	0.211
331	2	0.694
338	100	0.7765
226	1	0.75
97	18	0.6625
161	1	0.83
152	95	0.859
780	2	0.7575
506	66	0.7765
518	90	0.3615
377	65	0.716
989	30	0.9585
995	99	0.3035
385	24	0.779
484	87	0.961
861	69	0.859
346	53	0.762
543	69	0.886
452	33	0.5095
751	49	0.609
368	53	0.7135
140	45	0.16
301	39	0.961
229	27	0.694
341	7	0.8035
587	35	0.488
688	55	0.109
261	30	0.0775
788	11	0.5775
890	58	0.5705
744	47	0.91
455	18	0.488
694	73	0.143
781	5	0.893
929	53	0.7935
530	1	0.0245
476	41	0.0775
453	49	0.4125
961	47	0.3105
530	85	0.6285
118	22	0.592
424	44	0.3615
446	70	0.3205
667	5	0.1675
690	19	0.5025
230	67	0.4925
746	77	0.876
547	25	0.84
906	46	0.7065
779	81	0.823
299	63	0.876
583	54	0.91
802	73	0.1385
927	47	0.534
45	81	0.9515
614	82	0.932
354	91	0.568
770	99	0.194
462	94	0.597
62	6	0.59
28	75	0.2525
578	17	0.891
476	13	0.7765
439	86	0.051
936	66	0.9225
385	95	0.7935
581	31	0.716
94	46	0.954
547	61	0.908
189	51	0.8375
37	44	0.3275
433	55	0.4805
803	84	0.512
385	90	0.908
694	46	0.143
648	60	0.262
518	26	0.3785
20	2	0.318
425	79	0.6555
529	76	0.91
272	46	0.818
710	25	0.0075
237	47	0.3615
137	89	0.5535
118	29	0.495
157	27	0.9515
679	53	0.466
218	50	0.7935
49	9	0.0195
75	18	0.483
2	30	0.619
992	3	0.624
338	8	0.6385
781	64	0.012
355	77	0.7815
517	58	0.1045
847	59	0.58
731	90	0.7065
468	27	0.755
96	7	0.301
178	44	0.046
675	70	0.6965
381	73	0.75
607	18	0.7765
559	4	0.4805
88	69	0.903
464	56	0.7475
923	96	0.592
818	50	0.891
235	64	0.4805
940	56	0.5315
975	4	0.5315
11	97	0.6335
98	51	0.84
315	50	0.6625
721	95	0.2575
690	38	0.546
438	91	0.874
954	74	0.5945
272	67	0.175
155	87	0.67
104	81	0.5025
340	32	0.0995
291	31	0.9395
228	63	0.5535
394	93	0.7765
93	15	0.699
706	19	0.597
9	33	0.34
638	78	0.5025
457	30	0.5535
887	51	0.2475
88	28	0.1915
664	3	0.864
181	10	0.813
614	5	0.9565
119	81	0.6285
817	92	0.3275
480	7	0.085
140	78	0.9295
126	81	0.5485
437	20	0.2085
924	82	0.2695
977	81	0.301
279	83	0.1555
924	41	0.2765
8	39	0.9175
652	43	0.182
68	45	0.5095
381	13	0.386
402	25	0.704
